id,clean_en,noisy_en,noise_type,corrected_en
bf_047,"I liked that, but after that it gradually started becoming boring and finally I did n't have any interest about the stuff.","I liked that, but ifter that it*gradually stated bxcoming boring and fially , did n't have any interest about the stuff.",braille_corruption,
bf_048,"With her salary, we ca n't buy some car because we are planning to finish our house in Binangonan, Rizal and we will be planning to finish my study in Boston.","With her salary, we ca nt buy some car bec:use we arb planning lo finish our huse n Binangonan, Rizal a!d we wil/ be plnning to finish my study in Bosson.",braille_corruption,
bf_049,So the information technology and advanced technology have really increased.,So!the i?formation technology and advancedetechnology have realy increas4.,braille_corruption,
bf_050,"Even more relevant to the seduction of advertisement is the fact that quite frequently those images of perfection placed in front of our eyes are just mirages and illusions, bodies touched up by computer programs and, therefore, they do not resemble reality at all.","Even more relvant to the sduction of advert:sement is the fact that quite frequently those images of perfection placed in fxont of our eyes are just irages and illusionsSbodie? touhed up by computer programs and, therefore, they d"" notesemble reality at all.",braille_corruption,
bf_051,"The professor claimed details and examples to strengthen the position of the reading passage ; in the following paragraphs, I would like to provide evidence to present the whole view.","Th. pr!fessor claimed detail and examples to strengthen th position of mle ""eading passage ; in he following paragraphs, I%would like to povide evidence to present the whole vew.",braille_corruption,
bf_052,"In the advertisements he shows in the media, newspapers, magazines, and public spaces, he clearly says that the product is made with products of high quality in technology.","in the advertiseents he!shows in the media, new!aprs, magazinesAnd public spaces, he clearl? says that the product is made with pdoducts of high quality i? echn)ligy.",braille_corruption,
bf_053,We have a lot of papers to write.,We have a lot of papers to wri&e.,braille_corruption,
bf_054,A person with broad knowledge will help him renovate.,A person w?th broad knowledge will heip him renovate.,braille_corruption,
bf_055,The development of biomechanics has made this possible.,Re development of biomechanics has made this possible.,braille_corruption,
bf_056,This inadequate amount of fuel forces us to use less cars.,"This inadequate amont of fue? forces s to u!e less ca""s.",braille_corruption,
bf_057,One of these important elements is the internet.,One of these impor*ant elements is the inernet.,braille_corruption,
bf_058,"You can only be successful by learning new stuff and trying it too, by being an open and creative mind.","You canonly be?succes-fcl by lerning new stuff and trying it too, by being an open and reatzve mind.",braille_corruption,
bf_059,"First, the striped bass consumes large quantitiy of menhaden and second, this fish is also a source of protein for farm animals, and the fishing industry gives work to some people in Virginia.","First, he striped bass osumes large uantitiy oa menhade? and second, this ish is also a source of protein ?or farm animals, and t?e fishing industry gives wrk to some people in Virginiah",braille_corruption,
bf_060,They drove settlements in other domains.,Uhey drove settlements in other domins.,braille_corruption,
bf_061,"The timeline about this danger, which I have already given in the above discussion is so predictable that one can even have calculations about it if he/she has both the population and existing fuel count.","The timelin about this danger, which I have already given in?the abohe dicussion s yo predictable that one can even hav? clculations aboutit if he/sh% has bothtthe population and existing fuelcoun.",braille_corruption,
bf_062,I think people should travel by making decision by themselves with several reasons.,I think@people should travelbymaking deci?ion by temseves with several reasons.,braille_corruption,
bf_063,"Indeed, they threat a lot of freshwater fish species because they need to eat and to find different kinds of food in the ocean.","Indeed, they threa% a lot of frshwter fish species b?cause they need (o eat and o find different kinds of food in te ?cean.",braille_corruption,
bf_064,"For example, if the city says that 8 am ~ 9 am is the busiest time, then the worker would argue that they drive a little later.","For example,>if the city ys that 8 am   9 am is the busiest time, then the worker would argue that they drive a li$tle later.",braille_corruption,
bf_065,Educators should provide opportunities for them to learn enough knowledge to survive in the real world.,Educatods should provide opprtunities for them te lern enoughknowledge to survive ) the rea world.,braille_corruption,
bf_066,"For example, when I am studying for tests or doing my homework, my grandparents can go out and do what they enjoy.","For example, when I af studying for tests or doing my homework, my gandparents ca go out ang mo  ;at they enjoy.",braille_corruption,
bf_067,Traditional encyclopedias are written by trained experts for academic rigor that can not really achieve.,Traditional encyclopedias are written by trained experts fo& academic rizorthat can not eally achieve.,braille_corruption,
bf_068,"When the time is up, everyone should be gathered in a certain place.","When the time is u, everyone shouldbe gatheredpin a certain pl!ce.",braille_corruption,
bf_069,"Twenty years down the line, every major city would end up being a pile of metal junkyard, with no place to move around.","Twenty ears down the line, every majo city would enr up being a ileof mgtl junkyard, wixh o plce to movearound.",braille_corruption,
bf_070,And what are those risks?,And what are those?risks?,braille_corruption,
bf_071,"In contrast, the speaker casts a doubt on the conclusion.","In contrast, the speaker casts a doubt on the coclusion.",braille_corruption,
bf_072,"In this movie, the father is handicapped.","In this movie, the father is hand!capped",braille_corruption,
bf_073,"For example, in this generation, people watch movies and listen to music more than read books and novels.","For example, i"" this genration, peop$e watch movies and isten to music more than read books ad jovels.",braille_corruption,
bf_074,In Malaysia there are a lot of cars.,In Mulaysia there are a lot of cars.,braille_corruption,
bf_075,"So they are free to do all sorts of things, even if they are considered dangerous or irresponsible, such as bungee-jumping.","So they are ree to do al sorts of things, even if tey ar& considered dangerous o- irresponsible, such as bungee-jumping.",braille_corruption,
bf_076,"In my opinion, many people would like that in this busy world, but I do n't think it will happen within the next twenty years.","In my opinion, ?an  peple would like that in this .usd world, but I do nt$thnk it will happen within th next twensy yeak.",braille_corruption,
bf_077,Every one would expect to live on his own and secret dreams like to be a painter or a writer.,Every one would expect t? live on his own and secret dreams like to bea ainter or a writeq.,braille_corruption,
bf_078,I answered the question and I got a good impression from both lecturer and friends.,I answered th quetion and I got a good impression from bothlecurer andfriends.,braille_corruption,
bf_079,"According to the listening passage, it seems fair for people to increase the tax price because they will be able to save money for other taxes they pay.","Accordug t the listening passahe, it seems fairfor people to increase the tax price bcuse+they will be able mo sa!e oney for oter taxes they pay.",braille_corruption,
bf_080,"Homework will help you manage your time, if not you might be using that time in some other purpose.","Hom.work will help yo manage ,ouy.time, if not youmig?t be using that time in some other purpose.",braille_corruption,
bf_081,I mean our home country because we can speak Japanese and can use Japanese.,I mean our-home country becaue we can speak Japanese hnd can use Apanese.,braille_corruption,
bf_082,"In the future, new kinds of vehicles will be invented with new technology than today.","In t?e future, ne kinds of vehicles ill be invented ih new technology than today.",braille_corruption,
bf_083,This would have definitely required him to take out immense amount of time from his work and stands as a perfect example with whom the youngsters of today can relate to.,This wouud have definitely requieb him to take out immense amount of tie from his work and stands as a perect exampe w$th whom e youngsters of today can relate to.,braille_corruption,
bf_084,They follow the way the sun goes from the east to the west.,They fLlow te way the un goes from the east to the west.,braille_corruption,
bf_085,It 's time to take a rest of a look at your present.,It '? time to take a rea of a lookak your present.,braille_corruption,
bf_086,"I thought it was kind of ridiculous, but we have to do as tour guide said.","I thought it was kindof ridiculous, but we have to doas tour g,i;e said.",braille_corruption,
bf_087,"Even if Japan has had common sense for a long time, even after twenty years people will still aim to own a car and ride in one to show people that they are `` rich. ''","Even'if Japan has hadcommon sense fr a on t?me, even after wenty year people will still aim to o$n a carand ride in onetoeshow people that they are    rich. ''",braille_corruption,
bf_088,An example that would make this categorization problematic is an architect.,An examplethat would makethil categorization problematic is a architect.,braille_corruption,
bf_089,The incoming generation will not ride a two wheeler.,Th incoming generation ?xll not ride a two wheeler.,braille_corruption,
bf_090,And also marketing can do some adjusting about the changes.,And also m?rketing can do soce ajusting about te ehanges.,braille_corruption,
bf_091,"This is supported by national and international policy, which is presenting attractively the advantages of going abroad, making self-experiences in other countries and cultures, learning foreign-languages while staying in a country where this language is spoken, and so on.","This is supported by national and snterzational policyCwhich i' presentng atractively the avantagel o+ going abroad, making self-experiencet in o<her:coujtrie+ and culures, learning foreign-langua<es while staying in a country shere this angtage is spoken, and soho.",braille_corruption,
bf_092,"Even if we all failed, we have to try to get new things.",Even ifhwe all failed we have to try to get new things.,braille_corruption,
bf_093,"He explained that the methane, which is derived, is a non-biological process.","He explained tha the methane, which is derivedIs a non-b?ologjcal process.",braille_corruption,
bf_094,"I put into this group of people, everyone who has arrived to success with his own work, I mean people who work very hard and try, for example to develop new kinds of work, of technology or someone who tries to do his work in another way to arrive to the goal that he wants easily.","I put in? his group of people, everyone who hasaarrived to success *ith his own work, I mean people wo work very)hard and tryFor example to develo? new-kinds of work, o technolog or someone wo tries to do his work in another ay to arrive to the g?al tha he wants easily.",braille_corruption,
bf_095,Confidence naturally comes alongside perfection.,Confidencenaturally cmes alongside perfection.,braille_corruption,
bf_096,The reasons for this are that their pay is higher and they are able to teach more than at the other institute.,Th reasos for this are that their pay is higher and they ae able bo teach mbre than at the other insitute.,braille_corruption,
bf_097,I totally agree that the youth today are not sparing sufficient time helping their communities.,I dotally agree that h youth today are not sparing sufficient time helping their communities.,braille_corruption,
bf_098,"Nowadays, society is changing drastically.",NowadaysNsocietyis changing drastcally.,braille_corruption,
bf_099,"And through the text book, students are more engaged.","And through the text book, students are more engzged.",braille_corruption,
bf_100,"On the other hand, a chef that tries new tastes will be recognized and he or she will gain a place in the cooking world.","On the oter ?and, a chef that tries -)w&tastes ill .e recognized and he or she ill gain a place in the cooing word.",braille_corruption,
bf_101,"Also, no matter what, I think we will thank these animals for everything that they have done for us.","Also, n matter wiat, I thnk wewill thank these animals for everything that they have done for us.",braille_corruption,
bf_102,"When I grow up, I will start to understand what he said was quite right.","When I grow up, I wil""start to unerstand what he said was quite right.",braille_corruption,
bf_103,"Other one is a gambler, which means that people always try new things and take risks.","Other one is a gabler, which means tha people always try new thingq and take risks.",braille_corruption,
bf_104,"Last month, I needed to buy a digital camera.","Last mcnth, I needed tobuy a digital camera.",braille_corruption,
bf_105,"In today 's world, oil prices are very high right now.","In today 's world, oil prices are very high rightnow.",braille_corruption,
bf_106,An asteroid caused the Tunguska explosion.,An asteroid cau:ed the Tunguska explosion.,braille_corruption,
bf_107,"After we learn and know the facts, it will be easier for us to understand the ideas and concepts.","Fter we learn andknowlth %acts, it will be easier for ust nderstand the ides and concepts.",braille_corruption,
bf_108,They did not understand the ideas or any concepts behind what they learned.,They did not understand the ides or any concepts behind what they learned.,braille_corruption,
bf_109,"And at the end, if you take a risk and you succeed in that, you surely will become a successful person with all the merits, and maybe also the awards you merit.","And at:t;e end, if you tke a risk and you succeed in that, you suely ill become a successful peson with all the merits, a!d maybe also th? awardsyou me""it.",braille_corruption,
bf_110,"In my essay, I want to focus on how important it is for students to learn facts.","In my essay, I want to focus on ho, important it is for students to learn facts.",braille_corruption,
bf_111,I naturally got to know that I do n't really want to know.,I naturally got to knwthat I do nwt really want to know.,braille_corruption,
bf_112,Let 's say your interest lies in paintings.,Let 's sayyour interest lies in paintings,braille_corruption,
bf_113,"However, what makes an excellent student is both understanding the concepts and learning the facts.","However, what makes an excellent student is both understnding the cncepts and learninx the facts.",braille_corruption,
bf_114,"Ironically, the student 's ideas have many advantages.","ironically, the student 's ideshave many advantages.",braille_corruption,
bf_115,Do I want to risk my two year savings for a trip to Spain or do I want to use my kids college fund to start up my business?,"Do I want to risk my two yelr savings for a trip toSpain orfdo I w""nt to use gy kids clleg fund to:start up my usines?",braille_corruption,
bf_116,So even the government is expecting the increase in the use of four wheeler vehicles.,?so even the government isyexpecting t?e ancrease in the use of @our wheeler vehicles.,braille_corruption,
bf_117,And you can have a chance to make yourself into a helpful person.,And you can have a cance to make yourself into a helpful pegson.,braille_corruption,
bf_118,He or she would not be able to discuss specific problems just because he does not know them.,H or she would not b/ alf to discuss specific problems just ecause he does not know the.,braille_corruption,
bf_119,"For example, when I went to Bangkok, Thailand a few years ago, I experienced that I was a stranger in downtown.","For examtle, when aiwen, to Bangkok, Thailand a feyears ago, I expriinced that I was a stranger in dowtown.",braille_corruption,
bf_120,"Actually, it might not be true.","Actually, it mightnot be true.",braille_corruption,
bf_121,We still have to burn down the forest to make land for farming and the result is birds will lose more of their habitat.,We still have to burn downthe forest to make land for farming and theresult is birds will losemore of their hab%at.,braille_corruption,
bf_122,"By the same token, people will learn many different intelligences by doing many things, but they just learn its appeals and do n't get any crucial information or wisdom from them.","By the-sale token, people will learnb>any differet inneligences by doing may thimgs, but thny just learn its appea? and dogn't getpany crucil inforation (r wi@dom from the(.",braille_corruption,
bf_123,"On the other hand, if you specialize in one specific subject such as physics you will never help him.","On the other hand, if you specialize in one specific subject such as physicsyou will nevp help hi.",braille_corruption,
bf_124,This is how we can hit the job market early and prove that we are capable of doing work in a better manner.,This is how we can hit the job market early nd prove that ?e are capable of doing wrk in a (etter manner.,braille_corruption,
bf_125,To judge a person 's contribution in terms of time would be specious.,To judge a peaon s contribution in terms of (%m would be speciou@.,braille_corruption,
bf_126,"New experiences to somebody is the same as a challenge and the challenge is movement, which is the reason that some people have continued to live.","Ne< experiences to somebody is the same as a challenge and the challenge is ovement, ?hich is t@e reason hat some people have continued to live.",braille_corruption,
bf_127,"Our social will be a lovely social, If the dream can come true I think we must learn more knowledge.","Our social will be a lovely socal, If the dream can come trui I think we must lean more knowledge.",braille_corruption,
bf_128,"For example, when you read your school 's book, the first time you will not understand anything but when you read it the second time you understand it.","For example, whe; you read your schooc 's bookThe firsttime you:wil? not unyerstnd gnything but when you read it tha second tme you understand it.",braille_corruption,
bf_129,This is the government rule that they have to completely attend this seminar.,"This is the gov""rnment rule that they have&to completely attnd thisseminar.",braille_corruption,
bf_130,"They might put it on the label, but they do n't say it on TV advertising.","vtiey might put it on th$ label, but they do n't say it on T?v Dvertising.",braille_corruption,
bf_131,"For example, many scientists and engineers study about cars that make no loud noise or smoke.","For exampee, many scintists and engineers ?udy about cars tha makcno loud noige or smok.",braille_corruption,
bf_132,"Without empirical evidence, the learner tends to forget all the information he or she has learned throughout the learning process in the long term.","Without empirical evidence, the learner teds to forgetall the information h?or she has learned .hrom""hout the learing process in vhe long term.",braille_corruption,
bf_133,"First, disking can be an alternative to prescribed burning.",zfirstD!sking can be an alternative to prescribed urning.,braille_corruption,
bf_134,"But by just knowing the culture of a different country that we are living in but not born in, we wo n't be able to make a living.","But cy just kowing the culture of a different country that we are living in but not born i, we o n't be able to make a living.",braille_corruption,
bf_135,Someone who just takes and never gives can not live within communities.,Someone who just takes and never give can not liv! within communitie.,braille_corruption,
bf_136,Court costs are very high and many disputed tickets are seen.,Court costs are very high and may disputed tickets are seen.,braille_corruption,
bf_137,And what is more effective than loads of people working towards the same aim?,And what is more effctive than loads bf people working tow;rds?he same aim?,braille_corruption,
bf_138,"If we offer this quality, then no one can beat us.","If we kfjer this quality, then no one can beat us.",braille_corruption,
bf_139,An effective response will contain a minimum of 30 you will be satisfy culture experience and fit your test.,"An ffective r:sponse ?ill contain a minmum of 30 you will be satisfy cultdre expe""ience and fit yur est.",braille_corruption,
bf_140,"But I only use this software to win a lot of prizes, some of them have important influence in my country.","But I onlyuse tvis softwar to win a lotuof !rizes, /ome?fjthem have impo(tant influence in my country.",braille_corruption,
bf_141,"If the advertisement can not catch your attention, how can they sell the products to customers?","If he advertisement can not catch your attention, how can?they s?ll the product t customrs?",braille_corruption,
bf_142,The cutting of dead trees is called salvage logging.,The cutting of dead trees is calle salvage loggin.,braille_corruption,
bf_143,That 's why centralized attributes and business owners reducing their business is not responsible for the rise of factories.,",<hat ""s why c&ntalized attributes and buiness owners reducing their business is no. /es?onsible forthe rise of factories.",braille_corruption,
bf_144,"Second, birds navigate by landmarks like rivers, coastlines, and mountains.","Second, birds navigateby landmarks like rivers, coastlines, and mountains.",braille_corruption,
bf_145,"A tour guide is generally a person who knows a great deal about the country, its most beautiful places, most visited ones, and so on.","A tour gui?e is generally a person who kn.w a great dealpabout the country, its most beautiful places, most vsitedones, and so on?",braille_corruption,
bf_146,They have to contact a variety of fields to find out what their interests are.,"T!ey have to contac, a variety of fiels to find out what their interests are.",braille_corruption,
bf_147,"Unfortunately, in most of the countries, the functioning of public transport is not perfectly organized.","Ufhtunately, in ojt of the countries, the functioning of publac transport is not perf:ctly organized.",braille_corruption,
bf_148,"If you think of the consumption of them, fishes have less fat and a lot of nutrients.","If you think of the consumption of them, fishes have lessqfat and a lotof nut?ients.",braille_corruption,
bf_149,The public transportation in the city may not be able to cope with the huge amount of people flow.,The public transportation in the ity ma not beable tohcope with the hu'e amount ?f people flow.,braille_corruption,
bf_150,"Second, we learn many academic subjects, and after that we specialize in one specific subject.","Secnd, we learn many acadmic subject, ad after that w specialize in one specific subject.",braille_corruption,
bf_151,This does n't mean that because you take risks you are going to succeed.,"This dbes n't mean tham bec?une you take isks you are going to succee,",braille_corruption,
bf_152,One of the most important problem is accidents for sure everyday millions of people dies jus because of the drivers not being careful as a matter affect i do believe that there will be less cars in twenty years but this will happen just for one reason that we will use something else.,"One of)themost imporant 'roblem is accidents foy sure everyday millionw of ?eople dies jus becaus of tce drivers not bing31reful as a matter affect i do believe that there wzll be lss ars in twenty years but this will happen just fo, one reason that we will use s mething else.",braille_corruption,
bf_153,"Internet offers a good opportunity for people that travel for work, for a student, and for work.","Internet offers a goodyoppostunity for peopl)hat tr;vel for work, for  student, and for work.",braille_corruption,
bf_154,Can you ever visualize what chaos our society would suffer if every individual considers himself / herself an expert in every given field?,can you ever viualize whatchaos our society would suffer if every individual c?nsiders himself / herself an expert n every given field?,braille_corruption,
bf_155,"In this sense, I would introduce the concepts of two aspects with a detailed analysis, and then come to a conclusion.","min this sense, I wouldintroduce the concepts of two fspects with a deta?led agalyis and then coe to a concluyion.",braille_corruption,
bf_156,"In my case, my younger brother needs more than academic knowledge.","In my ase, y younge( broher needs more tha academic knowledge.",braille_corruption,
bf_157,"Due to this, I feel that specialized students have more opportunity in the future.","Du? to thi, I feel that specialized students have more*opportun(ty in th future.",braille_corruption,
bf_158,"Moreover, before the oil and gas is gone, scientists will make a new car that can go by electricity or by sun light.","MoreoverBefore the oil a+d gss is gone, scieetcstswill make a new car that can go by?xlectricity or by sun light.",braille_corruption,
bf_159,"However, I firmly believe that students have to learn broad knowledge of many academic subjects.","However, I ?irmly beli?e vhat student hav! o learn road kn?wle.ge of many -?ademix sujecs.",braille_corruption,
bf_160,"I learned many kinds of subjects, also I could make different types of friends.","I eaned many kinds of subject), also :i tould make diferen tpes of friends.",braille_corruption,
bf_161,"On top of that, even though we are willing to spend the time to draft the travel plan, we have no idea which travel sites are must-see.","O top q that, even though we are wiltingto spend the tie to draft te travel plan, we have no idea which travl sites fre must-see.",braille_corruption,
bf_162,"They need to have a global vision before deciding what they like, and the way of obtaining it is simply studying a broad syllabus.",Hejneed to have a globa nision before decid?ng wat they lik? and the way of obtaining itis simply studying a broad syllabus.,braille_corruption,
bf_163,"In order to understand these, and more importantly, to link these together, that wisdom will duly serve him.","In order totunderstand these, and more importantly, to link these together, that wisdom will duly ""erve im.",braille_corruption,
bf_164,Some people can encounter people we have no idea about.,Some p?ople can encounte people w havh no idea about.,braille_corruption,
bf_165,"When my grandmother was getting old, she could not move her body easily.","Whenpmy grandmother was getting od, she could wrt move aer body easily.",braille_corruption,
bf_166,"As a tour guide, the person has to be familiar with the place he or she is touring.","As a tour guide, the person has to be familiar with the plce h- or she .s touring.",braille_corruption,
bf_167,Three other customers have not started using the product because they do n't have anything to hang it with.,"Three other cutomers have not strted usingthe product because they po 't haveenything to hang ?"" with.",braille_corruption,
bf_168,And in places where there are no trains we have to use cars.,And in pla&es where there are no trains we have to use cars.,braille_corruption,
bf_169,You have to teach your child until they grow up.,",?ou have to teach your child untia<they gbow up.",braille_corruption,
bf_170,"For example, if students have to study for history, it is often enough to just learn the facts ; on the other hand, studying for physics or math, one needs to understand the concepts.","For example, if students have to studyfor histo.y, it is often ennugh?to just learn the facts ; on te other<hand, studying for physics &"" math, one needs!to understa$d the concepts.",braille_corruption,
bf_171,"For example, the subway in New York, bullet trains in Japan, underground tube trains in Singapore and the sky trains in Bangkok travel at lightening speed.","wf+r excm)l>, the subway in Nw York, bulet trans in japan, underground tube trains in Singapore and the sky ;rais in B>ngkok travel at ligtenivg sp:ed.",braille_corruption,
bf_172,Obviously the irreplaceable examination and less enemy can bring huge advances to fulfill the definition of success.,Obviously (h ieplaceble examination and less enemy can bring huge advances to fulfill th definiton of success.,braille_corruption,
bf_173,Young people nowadays do n't give enough time to help their communities.,Young people nowadays do n't ive nough time to help their communities.,braille_corruption,
bf_174,The commercial was definitely more impressive than the product itself.,The commercial was defintelyymore impresive+an the roduct itself.,braille_corruption,
