id,clean_en,noisy_en,noise_type,corrected_en
lu_0037,C. O. Linkletter,;C4 O4 L9klett},ueb_g2_decode,;C4 O4 L9klett}
lu_0038,M MacPherson and O O'Hara,;M MacPh}son & O O'H>a,ueb_g2_decode,;M MacPh}son & O O'H>a
lu_0039,'Twas Dr. Hamilton-Hall.,'Twas Dr4 Hamilton-Hall4,ueb_g2_decode,'Twas Dr4 Hamilton-Hall4
lu_0040,Father Edmond Anderson,",""f ,$mond ,&}son",ueb_g2_decode,",""f ,$mond ,&}son"
lu_0041,"Today, Mr Will Just visited us.",Td1 Mr W J visit$ u4,ueb_g2_decode,Td1 Mr W J visit$ u4
lu_0042,His name is Thomas.,",8 ""n is ,?omas4",ueb_g2_decode,",8 ""n is ,?omas4"
lu_0043,Étude,",~/etude",ueb_g2_decode,",~/etude"
lu_0044,Voyage À Nice,"Voyage ,~*a Nice",ueb_g2_decode,"Voyage ,~*a Nice"
lu_0045,PARLIAMENT,",P>lia;t",ueb_g2_decode,",P>lia;t"
lu_0046,FRANÇOIS,",Fran~&cois",ueb_g2_decode,",Fran~&cois"
lu_0047,DipTP,"Dip,Tp",ueb_g2_decode,"Dip,Tp"
lu_0048,"""GO quickly and TAKE CARE!""","8,G qkly & ,Take ,C>e60",ueb_g2_decode,"8,G qkly & ,Take ,C>e60"
lu_0049,ANGLO-SAXON,",Anglo-,Saxon",ueb_g2_decode,",Anglo-,Saxon"
lu_0050,McGRAW-HILL,"Mc,Graw-,Hill",ueb_g2_decode,"Mc,Graw-,Hill"
lu_0051,MERRY-GO-ROUND,",M}ry-,G-,R.d",ueb_g2_decode,",M}ry-,G-,R.d"
lu_0052,UPPERCASE-lowercase,",Upp}case-l{}case",ueb_g2_decode,",Upp}case-l{}case"
lu_0053,LITTLE-RED-RIDING-HOOD-type tales,",Ll-,R$-,Rid+-,Hood-type tales",ueb_g2_decode,",Ll-,R$-,Rid+-,Hood-type tales"
lu_0054,The d'ARTAGNAN Romances,",! d',,>tagnan Rom.es",ueb_g2_decode,",! d',,>tagnan Rom.es"
lu_0055,O'SULLIVAN,"O',Sullivan",ueb_g2_decode,"O',Sullivan"
lu_0056,DON'T,",Don'T",ueb_g2_decode,",Don'T"
lu_0057,THAT'S,",T'S",ueb_g2_decode,",T'S"
lu_0058,SHE'LL,",,%e',Ll",ueb_g2_decode,",,%e',Ll"
lu_0059,JACK'S FO'C'S'LE,",Jack'S ,Fo'C'S',Le",ueb_g2_decode,",Jack'S ,Fo'C'S',Le"
lu_0060,WELCOME TO McDONALD'S,",Welcome ,To Mc,Donald'S",ueb_g2_decode,",Welcome ,To Mc,Donald'S"
lu_0061,OK'd,",Ok'd",ueb_g2_decode,",Ok'd"
lu_0062,RSVP or R.S.V.P.,",Rsvp or R4S4V4P4",ueb_g2_decode,",Rsvp or R4S4V4P4"
lu_0063,HOTELS.COM,",Hotels4,Com",ueb_g2_decode,",Hotels4,Com"
lu_0064,The N.A.S.D.A.Q. News,",! N4A4S4D4A4Q4 News",ueb_g2_decode,",! N4A4S4D4A4Q4 News"
lu_0065,BA(Oxon),",Ba""<Oxon"">",ueb_g2_decode,",Ba""<Oxon"">"
lu_0066,(R)AC,"""<R"">,Ac",ueb_g2_decode,"""<R"">,Ac"
lu_0067,WIND(ward),",W9d""<w>d"">",ueb_g2_decode,",W9d""<w>d"">"
lu_0068,AT&T,",At`&T",ueb_g2_decode,",At`&T"
lu_0069,McDONALD@xyz.com,"Mc,Donald`axyz4com",ueb_g2_decode,"Mc,Donald`axyz4com"
lu_0070,SWIFT & CO.,",Swift `& ,Co4",ueb_g2_decode,",Swift `& ,Co4"
lu_0071,CAUTION: WET PAINT!,",,Cau;n3 wet pa9t6,'",ueb_g2_decode,",,Cau;n3 wet pa9t6,'"
lu_0072,Please KEEP OFF THE GRASS in this area.,"Pl1se ,,Keep (f ! grass,' 9 ? >ea4",ueb_g2_decode,"Pl1se ,,Keep (f ! grass,' 9 ? >ea4"
lu_0073,THE BBC AFRICA NEWS,",,,! bbc africa news,'",ueb_g2_decode,",,,! bbc africa news,'"
lu_0074,PROUD TO BE A ΦΒΚ,",,Pr|d to 2 a .f.b.k,'",ueb_g2_decode,",,Pr|d to 2 a .f.b.k,'"
lu_0075,FOR SALE: 1975 FIREBIRD,",,,= sale3 1975 firebird,'",ueb_g2_decode,",,,= sale3 1975 firebird,'"
lu_0076,A SELF-MADE MAN,",,A self-made man,'",ueb_g2_decode,",,A self-made man,'"
lu_0077,A.A. (ALAN ALEXANDER) MILNE,",,A4a4 ""<alan alex&}""> milne,'",ueb_g2_decode,",,A4a4 ""<alan alex&}""> milne,'"
lu_0078,STOP RUNNING NOW! It's dangerous.,",,,/op runn+ n{6,' X's dang}|s4",ueb_g2_decode,",,,/op runn+ n{6,' X's dang}|s4"
lu_0079,IT'S A HOAX! (APRIL FOOL!),",,X's a hoax6 ""<april fool6"">,'",ueb_g2_decode,",,X's a hoax6 ""<april fool6"">,'"
lu_0080,ABCs,",Abc,'s",ueb_g2_decode,",Abc,'s"
lu_0081,WASPs,",Wasp,'s",ueb_g2_decode,",Wasp,'s"
lu_0082,WALKing,",Walk,'+",ueb_g2_decode,",Walk,'+"
lu_0083,unSELFish,"un,Self,'i%",ueb_g2_decode,"un,Self,'i%"
lu_0084,XXIInd,",Xxii,'nd",ueb_g2_decode,",Xxii,'nd"
lu_0085,VIIb,",Vii,'b",ueb_g2_decode,",Vii,'b"
lu_0086,The two CEOs met in our CEO's office.,",! two ,Ceo,'s met 9 |r ,Ceo's (fice4",ueb_g2_decode,",! two ,Ceo,'s met 9 |r ,Ceo's (fice4"
lu_0087,"""So?""",8S80,ueb_g2_decode,8S80
lu_0088,(July),"""<July"">",ueb_g2_decode,"""<July"">"
lu_0089,'TIS,"',Tis",ueb_g2_decode,"',Tis"
lu_0090,"""SHHHH!""","8,,%hhh60",ueb_g2_decode,"8,,%hhh60"
lu_0091,Hippity-HOP,"Hipp;y-,Hop",ueb_g2_decode,"Hipp;y-,Hop"
lu_0092,ÉTUDE,",,~/etude",ueb_g2_decode,",,~/etude"
lu_0093,Unified English Braille (UEB),"Unifi$ ,5gli% Brl ""<,Ueb"">",ueb_g2_decode,"Unifi$ ,5gli% Brl ""<,Ueb"">"
lu_0094,AC SMITH,";,Ac ,Smi?",ueb_g2_decode,";,Ac ,Smi?"
lu_0095,V-NECK SWEATERS FOR SALE!,";,,V-neck sw1t}s = sale6,'",ueb_g2_decode,";,,V-neck sw1t}s = sale6,'"
lu_0096,XI XIth,",Xi ,Xi,'?",ueb_g2_decode,",Xi ,Xi,'?"
lu_0097,XXXI XXXIst,",Xxxi ,Xxxi,'/",ueb_g2_decode,",Xxxi ,Xxxi,'/"
lu_0098,OK OKd,",Ok ,Ok,'d",ueb_g2_decode,",Ok ,Ok,'d"
lu_0099,CD CDs,";,Cd ,Cd,'s",ueb_g2_decode,";,Cd ,Cd,'s"
lu_0100,RV: Recreational Vehicle–Let's go RVing.,",Rv3 Recr1;nal Vehicle,-Let's g ,Rv,'+4",ueb_g2_decode,",Rv3 Recr1;nal Vehicle,-Let's g ,Rv,'+4"
lu_0101,www.BLASTsoundmachine.com,"www4,Bla/,'s.dma*9e4com",ueb_g2_decode,"www4,Bla/,'s.dma*9e4com"
lu_0102,preSENT,"pre,S5t",ueb_g2_decode,"pre,S5t"
lu_0103,PRESent,",Pres,'5t",ueb_g2_decode,",Pres,'5t"
lu_0104,WoooooooOOOOOOOOooooooo (a ghostly sound),"Wooooooo,Oooooooo,'ooooooo ""<a <o/ly s.d"">",ueb_g2_decode,"Wooooooo,Oooooooo,'ooooooo ""<a <o/ly s.d"">"
lu_0105,When will Will meet us?,",:5 w W meet u8",ueb_g2_decode,",:5 w W meet u8"
lu_0106,Every child from here knows Mr More.,"E * f ""h ""ks Mr M4",ueb_g2_decode,"E * f ""h ""ks Mr M4"
lu_0107,"""do re mi fa so""",8d re mi fa s0,ueb_g2_decode,8d re mi fa s0
lu_0108,That is quite fair and very just.,T is q fair & v j4,ueb_g2_decode,T is q fair & v j4
lu_0109,"""People, people who need people""",8P1 p :o ne$ p0,ueb_g2_decode,8P1 p :o ne$ p0
lu_0110,I do not like that watering-can!,I d n l t wat}+-c6,ueb_g2_decode,I d n l t wat}+-c6
lu_0111,"But, would the people rather do the can-can for us?",B1 wd ! p r d ! c-c = u8,ueb_g2_decode,B1 wd ! p r d ! c-c = u8
lu_0112,"""You so-and-so–go away!""","8Y s-&-s,-g away60",ueb_g2_decode,"8Y s-&-s,-g away60"
lu_0113,"""I do have some–but I would like more!""","8I d h ""s,-b I wd l m60",ueb_g2_decode,"8I d h ""s,-b I wd l m60"
lu_0114,last will and testament,la/ w & te/a;t,ueb_g2_decode,la/ w & te/a;t
lu_0115,a child-like manner,a *-l mann},ueb_g2_decode,a *-l mann}
lu_0116,will-o'-the-wisp,w-o'-!-wisp,ueb_g2_decode,w-o'-!-wisp
lu_0117,"""Do-It-Yourself""",8D-X-Yrf0,ueb_g2_decode,8D-X-Yrf0
lu_0118,come from–not go to,"come f,-n g to",ueb_g2_decode,"come f,-n g to"
lu_0119,(just say so),"""<j say s"">",ueb_g2_decode,"""<j say s"">"
lu_0120,As You Like It,Z Y L X,ueb_g2_decode,Z Y L X
lu_0121,likes and dislikes,likes & 4likes,ueb_g2_decode,likes & 4likes
lu_0122,childlike and likeness,*ildlike & like;s,ueb_g2_decode,*ildlike & like;s
lu_0123,moreover and evermore,"moreov} & ""emore",ueb_g2_decode,"moreov} & ""emore"
lu_0124,"""but, no buts""",8b1 no buts0,ueb_g2_decode,8b1 no buts0
lu_0125,peoples,peoples,ueb_g2_decode,peoples
lu_0126,quite/very,quite_/v}y,ueb_g2_decode,quite_/v}y
lu_0127,d'you,d'y|,ueb_g2_decode,d'y|
lu_0128,t'do,t'do,ueb_g2_decode,t'do
lu_0129,t'have,t'have,ueb_g2_decode,t'have
lu_0130,it'd,x'd,ueb_g2_decode,x'd
lu_0131,you'd,y'd,ueb_g2_decode,y'd
lu_0132,it'll,x'll,ueb_g2_decode,x'll
lu_0133,that'll,t'll,ueb_g2_decode,t'll
lu_0134,you'll,y'll,ueb_g2_decode,y'll
lu_0135,you're,y're,ueb_g2_decode,y're
lu_0136,people's,p's,ueb_g2_decode,p's
lu_0137,so's,s's,ueb_g2_decode,s's
lu_0138,you's,y's,ueb_g2_decode,y's
lu_0139,can't,c't,ueb_g2_decode,c't
lu_0140,you've,y've,ueb_g2_decode,y've
lu_0141,Thomas More's life,",?omas M's life",ueb_g2_decode,",?omas M's life"
lu_0142,Mr Just's house,Mr J's h|se,ueb_g2_decode,Mr J's h|se
lu_0143,I can–you can't!,"I c,-y c't6",ueb_g2_decode,"I c,-y c't6"
lu_0144,"""You've done it!""","8Y've d""o x60",ueb_g2_decode,"8Y've d""o x60"
lu_0145,more'n,more'n,ueb_g2_decode,more'n
lu_0146,you'm,y|'m,ueb_g2_decode,y|'m
lu_0147,CAN Network,",C Net""w",ueb_g2_decode,",C Net""w"
lu_0148,GO Train,",G Tra9",ueb_g2_decode,",G Tra9"
lu_0149,Which CHILD-PROOF lock?,",: ,,*-,Pro( lock8",ueb_g2_decode,",: ,,*-,Pro( lock8"
lu_0150,still-life and whiskey-still,/-life & :iskey-/,ueb_g2_decode,/-life & :iskey-/
lu_0151,(This way out!),"""<,? way |6"">",ueb_g2_decode,"""<,? way |6"">"
lu_0152,"""Which way out?""","8,: way |80",ueb_g2_decode,"8,: way |80"
lu_0153,childish,*ildi%,ueb_g2_decode,*ildi%
lu_0154,grandchild,gr&*ild,ueb_g2_decode,gr&*ild
lu_0155,outcome,|tcome,ueb_g2_decode,|tcome
lu_0156,without,)|t,ueb_g2_decode,)|t
lu_0157,shallot,%allot,ueb_g2_decode,%allot
lu_0158,shallow,%all{,ueb_g2_decode,%all{
lu_0159,shilly-shally,%illy-%ally,ueb_g2_decode,%illy-%ally
lu_0160,standstill,/&/ill,ueb_g2_decode,/&/ill
lu_0161,thistle,?i/le,ueb_g2_decode,?i/le
lu_0162,whichever,":i*""e",ueb_g2_decode,":i*""e"
lu_0163,this/that,?is_/?at,ueb_g2_decode,?is_/?at
lu_0164,Stillson wrench,",/illson wr5*",ueb_g2_decode,",/illson wr5*"
lu_0165,www.universalchildcare.ca,www4univ}sal*ildc>e4ca,ueb_g2_decode,www4univ}sal*ildc>e4ca
lu_0166,this'd,?'d,ueb_g2_decode,?'d
lu_0167,which'll,:'ll,ueb_g2_decode,:'ll
lu_0168,still's,/'s,ueb_g2_decode,/'s
lu_0169,which've,:'ve,ueb_g2_decode,:'ve
lu_0170,Julia Child's recipe,"Julia ,*'s recipe",ueb_g2_decode,"Julia ,*'s recipe"
lu_0171,this'n,?is'n,ueb_g2_decode,?is'n
lu_0172,andante,&ante,ueb_g2_decode,&ante
lu_0173,England,",5gl&",ueb_g2_decode,",5gl&"
lu_0174,grandad,gr&ad,ueb_g2_decode,gr&ad
lu_0175,grandmother,"gr&""m",ueb_g2_decode,"gr&""m"
lu_0176,meander,me&},ueb_g2_decode,me&}
lu_0177,merchandise,m}*&ise,ueb_g2_decode,m}*&ise
lu_0178,pandemic,p&emic,ueb_g2_decode,p&emic
lu_0179,pandowdy,p&{dy,ueb_g2_decode,p&{dy
lu_0180,afford,af=d,ueb_g2_decode,af=d
lu_0181,comfort,com=t,ueb_g2_decode,com=t
lu_0182,forgo,=go,ueb_g2_decode,=go
lu_0183,Fortran,",=tran",ueb_g2_decode,",=tran"
lu_0184,Pforzheimer,P=zheim},ueb_g2_decode,P=zheim}
lu_0185,pianoforte,piano=te,ueb_g2_decode,piano=te
lu_0186,coffee,c(fee,ueb_g2_decode,c(fee
lu_0187,Geoffrey,Ge(frey,ueb_g2_decode,Ge(frey
lu_0188,lofty,l(ty,ueb_g2_decode,l(ty
lu_0189,often,(t5,ueb_g2_decode,(t5
lu_0190,profane,pr(ane,ueb_g2_decode,pr(ane
lu_0191,roof,ro(,ueb_g2_decode,ro(
lu_0192,sofa,s(a,ueb_g2_decode,s(a
lu_0193,tofu,t(u,ueb_g2_decode,t(u
lu_0194,whereof,""":(",ueb_g2_decode,""":("
lu_0195,Athens,A!ns,ueb_g2_decode,A!ns
lu_0196,bathed,ba!d,ueb_g2_decode,ba!d
lu_0197,bother,bo!r,ueb_g2_decode,bo!r
lu_0198,Esther,Es!r,ueb_g2_decode,Es!r
lu_0199,furthest,fur!/,ueb_g2_decode,fur!/
lu_0200,nevertheless,"n""e!.s",ueb_g2_decode,"n""e!.s"
lu_0201,scythe,scy!,ueb_g2_decode,scy!
lu_0202,thee,!e,ueb_g2_decode,!e
lu_0203,Matthew,Mat!w,ueb_g2_decode,Mat!w
lu_0204,Parthenon,P>!non,ueb_g2_decode,P>!non
lu_0205,theatre,!atre,ueb_g2_decode,!atre
lu_0206,Theresa,",!resa",ueb_g2_decode,",!resa"
lu_0207,forthwith,=?),ueb_g2_decode,=?)
lu_0208,withe,)e,ueb_g2_decode,)e
lu_0209,Swithin,S)9,ueb_g2_decode,S)9
lu_0210,without,)|t,ueb_g2_decode,)|t
lu_0211,with a knowledge of and respect for the rules,) a k ( & respect = ! rules,ueb_g2_decode,) a k ( & respect = ! rules
lu_0212,Thelma's roof will withstand the force of the wind and/or the rain.,",!lma's ro( w )/& ! =ce ( ! w9d &_/or ! ra94",ueb_g2_decode,",!lma's ro( w )/& ! =ce ( ! w9d &_/or ! ra94"
lu_0213,Andy Vandyke proofread the profile.,",&y V&yke pro(r1d ! pr(ile4",ueb_g2_decode,",&y V&yke pro(r1d ! pr(ile4"
lu_0214,out-of-the-way,|-(-!-way,ueb_g2_decode,|-(-!-way
lu_0215,chifforobe,*i6orobe,ueb_g2_decode,*i6orobe
lu_0216,twofold,twofold,ueb_g2_decode,twofold
lu_0217,insofar,9sof>,ueb_g2_decode,9sof>
lu_0218,biofeedback,biofe$back,ueb_g2_decode,biofe$back
lu_0219,microfilm,microfilm,ueb_g2_decode,microfilm
lu_0220,apartheid,"a""pheid",ueb_g2_decode,"a""pheid"
lu_0221,northeast,nor?1/,ueb_g2_decode,nor?1/
lu_0222,thence,?;e,ueb_g2_decode,?;e
lu_0223,sweetheart,sweethe>t,ueb_g2_decode,sweethe>t
lu_0224,Sontheimer,Sontheim},ueb_g2_decode,Sontheim}
lu_0225,aerial,a}ial,ueb_g2_decode,a}ial
lu_0226,aghast,a<a/,ueb_g2_decode,a<a/
lu_0227,anteroom,ant}oom,ueb_g2_decode,ant}oom
lu_0228,argh!,><6,ueb_g2_decode,><6
lu_0229,bear,be>,ueb_g2_decode,be>
lu_0230,boredom,bor$om,ueb_g2_decode,bor$om
lu_0231,brougham,br|<am,ueb_g2_decode,br|<am
lu_0232,cheddar,*$d>,ueb_g2_decode,*$d>
lu_0233,cherished,*}i%$,ueb_g2_decode,*}i%$
lu_0234,cough,c|<,ueb_g2_decode,c|<
lu_0235,coupon,c|pon,ueb_g2_decode,c|pon
lu_0236,cringed,cr+$,ueb_g2_decode,cr+$
lu_0237,derailed,d}ail$,ueb_g2_decode,d}ail$
lu_0238,dingy,d+y,ueb_g2_decode,d+y
lu_0239,dough,d|<,ueb_g2_decode,d|<
lu_0240,Edith,",$i?",ueb_g2_decode,",$i?"
lu_0241,e'er,e'},ueb_g2_decode,e'}
lu_0242,erase,}ase,ueb_g2_decode,}ase
lu_0243,Erie,",}ie",ueb_g2_decode,",}ie"
lu_0244,error,}ror,ueb_g2_decode,}ror
lu_0245,freedom,fre$om,ueb_g2_decode,fre$om
lu_0246,ginger,g+},ueb_g2_decode,g+}
lu_0247,gingham,g+ham,ueb_g2_decode,g+ham
lu_0248,Goering,Go}+,ueb_g2_decode,Go}+
lu_0249,hierarchy,hi}>*y,ueb_g2_decode,hi}>*y
lu_0250,laugh,lau<,ueb_g2_decode,lau<
lu_0251,lingerie,l+}ie,ueb_g2_decode,l+}ie
lu_0252,lowdown,l{d{n,ueb_g2_decode,l{d{n
lu_0253,malediction,mal$ic;n,ueb_g2_decode,mal$ic;n
lu_0254,meningitis,m5+itis,ueb_g2_decode,m5+itis
lu_0255,merchandising,m}*&is+,ueb_g2_decode,m}*&is+
lu_0256,meringue,m}+ue,ueb_g2_decode,m}+ue
lu_0257,mistake,mi/ake,ueb_g2_decode,mi/ake
lu_0258,monowheel,mono:eel,ueb_g2_decode,mono:eel
lu_0259,nightingale,ni<t+ale,ueb_g2_decode,ni<t+ale
lu_0260,oedema,o$ema,ueb_g2_decode,o$ema
lu_0261,'ounds,'|nds,ueb_g2_decode,'|nds
lu_0262,"""Ow!""","8,{60",ueb_g2_decode,"8,{60"
lu_0263,(par),"""<p>"">",ueb_g2_decode,"""<p>"">"
lu_0264,predated,pr$at$,ueb_g2_decode,pr$at$
lu_0265,psst,ps/,ueb_g2_decode,ps/
lu_0266,redistribute,r$i/ribute,ueb_g2_decode,r$i/ribute
lu_0267,reroute,r}|te,ueb_g2_decode,r}|te
lu_0268,riflery,rifl}y,ueb_g2_decode,rifl}y
lu_0269,sheer,%e},ueb_g2_decode,%e}
lu_0270,Singh,S+h,ueb_g2_decode,S+h
lu_0271,sou'east,s|'ea/,ueb_g2_decode,s|'ea/
lu_0272,'struth,'/ru?,ueb_g2_decode,'/ru?
lu_0273,Thomas,",?omas",ueb_g2_decode,",?omas"
lu_0274,thorough,?or|<,ueb_g2_decode,?or|<
lu_0275,thou,?|,ueb_g2_decode,?|
lu_0276,toward,t{>d,ueb_g2_decode,t{>d
lu_0277,trebled,trebl$,ueb_g2_decode,trebl$
lu_0278,wharf,:>f,ueb_g2_decode,:>f
lu_0279,whistle,:i/le,ueb_g2_decode,:i/le
lu_0280,xxist,xxi/,ueb_g2_decode,xxi/
lu_0281,ædile,a~6edile,ueb_g2_decode,a~6edile
lu_0282,anthill,anthill,ueb_g2_decode,anthill
lu_0283,blessèd,b.s~*ed,ueb_g2_decode,b.s~*ed
lu_0284,deshabille,deshabille,ueb_g2_decode,deshabille
lu_0285,foghorn,foghorn,ueb_g2_decode,foghorn
lu_0286,kilowatt,kilowatt,ueb_g2_decode,kilowatt
lu_0287,noway,noway,ueb_g2_decode,noway
lu_0288,painstaking,pa9stak+,ueb_g2_decode,pa9stak+
lu_0289,parenthood,p>5thood,ueb_g2_decode,p>5thood
lu_0290,rawhide,rawhide,ueb_g2_decode,rawhide
lu_0291,shanghai,%anghai,ueb_g2_decode,%anghai
lu_0292,Stalingrad,",/al9grad",ueb_g2_decode,",/al9grad"
lu_0293,viceregal,viceregal,ueb_g2_decode,viceregal
lu_0294,St Stephen,"St ,/eph5",ueb_g2_decode,"St ,/eph5"
lu_0295,ch-ch-chilly,ch-ch-*illy,ueb_g2_decode,ch-ch-*illy
lu_0296,Shhh!,",%hh6",ueb_g2_decode,",%hh6"
lu_0297,th'n,?'n,ueb_g2_decode,?'n
lu_0298,Ste Anne,",/e Anne",ueb_g2_decode,",/e Anne"
lu_0299,finger,f+},ueb_g2_decode,f+}
lu_0300,ginger,g+},ueb_g2_decode,g+}
lu_0301,singe,s+e,ueb_g2_decode,s+e
lu_0302,singeing,s+e+,ueb_g2_decode,s+e+
lu_0303,sting,/+,ueb_g2_decode,/+
lu_0304,stinging,/++,ueb_g2_decode,/++
lu_0305,brown(ing),"br{n""<+"">",ueb_g2_decode,"br{n""<+"">"
lu_0306,SmithInge,"Smi?,+e",ueb_g2_decode,"Smi?,+e"
lu_0307,Ch'ing Dynasty,",*'+ Dyna/y",ueb_g2_decode,",*'+ Dyna/y"
lu_0308,ingot,9got,ueb_g2_decode,9got
lu_0309,Ingoldsby,",9goldsby",ueb_g2_decode,",9goldsby"
lu_0310,ingredients,9gr$i5ts,ueb_g2_decode,9gr$i5ts
lu_0311,ingrown,9gr{n,ueb_g2_decode,9gr{n
lu_0312,to-ing and fro-ing,to-9g & fro-9g,ueb_g2_decode,to-9g & fro-9g
lu_0313,Smith–Inge,"Smi?,-,9ge",ueb_g2_decode,"Smi?,-,9ge"
lu_0314,to be,to 2,ueb_g2_decode,to 2
lu_0315,his car,8 c>,ueb_g2_decode,8 c>
lu_0316,Be good.,",2 gd4",ueb_g2_decode,",2 gd4"
lu_0317,HIS DOG,",,8 ,Dog",ueb_g2_decode,",,8 ,Dog"
lu_0318,BE ALL THAT YOU CAN BE,",,,2 all t y c 2,'",ueb_g2_decode,",,,2 all t y c 2,'"
lu_0319,at my (not his) house,"at my ""<n 8""> h|se",ueb_g2_decode,"at my ""<n 8""> h|se"
lu_0320,He is [was]; they are [were].,He is .<0.>2 !y >e .<7.>4,ueb_g2_decode,He is .<0.>2 !y >e .<7.>4
lu_0321,(Were there many?),"""<,7 ""! _m8"">",ueb_g2_decode,"""<,7 ""! _m8"">"
lu_0322,his/her,his_/h},ueb_g2_decode,his_/h}
lu_0323,What will you be?,",:at w y be8",ueb_g2_decode,",:at w y be8"
lu_0324,would-be actor,wd-be actor,ueb_g2_decode,wd-be actor
lu_0325,his-and-hers towels,his-&-h}s t{els,ueb_g2_decode,his-&-h}s t{els
lu_0326,That were–I mean was–mine.,"T w}e,-I m1n was,-m9e4",ueb_g2_decode,"T w}e,-I m1n was,-m9e4"
lu_0327,"""Be safe.""",8Be safe40,ueb_g2_decode,8Be safe40
lu_0328,it was enough,x 0 5,ueb_g2_decode,x 0 5
lu_0329,GIVE MORE THAN ENOUGH,",,Give m ?an 5,'",ueb_g2_decode,",,Give m ?an 5,'"
lu_0330,Buy meat (enough for 2).,"Buy m1t ""<5 = 2"">4",ueb_g2_decode,"Buy m1t ""<5 = 2"">4"
lu_0331,Enough's happened.,",5's happ5$4",ueb_g2_decode,",5's happ5$4"
lu_0332,Mum's had-enough mood,Mum's _h-5 mood,ueb_g2_decode,Mum's _h-5 mood
lu_0333,www.enoughforall.org,www45|<=all4org,ueb_g2_decode,www45|<=all4org
lu_0334,enough/sufficient,5|<_/su6ici5t,ueb_g2_decode,5|<_/su6ici5t
lu_0335,not in here,"n 9 ""h",ueb_g2_decode,"n 9 ""h"
lu_0336,In or out?,",9 or |8",ueb_g2_decode,",9 or |8"
lu_0337,GO ALL IN,",,G all 9,'",ueb_g2_decode,",,G all 9,'"
lu_0338,in't,9't,ueb_g2_decode,9't
lu_0339,mother-in-law,"""m-9-law",ueb_g2_decode,"""m-9-law"
lu_0340,listen-in,li/5-9,ueb_g2_decode,li/5-9
