run_id,chem_id,section_no,source,roundtrip,edit_similarity,chrf,ok
run-1,006329,1,"제품명: 디페닐-N-트리페닐포스포르아닐리덴포스핀 아마이드(DIPHENYL-N-TRIPHENYLPHOSPHORANYLID...
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음","제품명: 디페닐(N)트리페닐포스포르아닐리덴포스핀 아마이드(DIPHENYL)N-TRIPHENYLPHOSPHORANYLID...
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음",0.977778,0.932966,False
run-1,040731,16,"자료의 출처: 자료없음
최초작성일자: 자료없음
개정횟수: 자료없음
최종 개정일자: 자료없음
기타: 자료없음","자료의 출처: 자료없음
최초작성일자: 자료없음
개정횟수: 자료없음
최종 개정일자: 자료없음
기타: 자료없음",1.000000,1.000000,True
run-1,029683,9,"외관: 자료없음
성상: 자료없음
색상: 자료없음
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 자료없음
초기 끓는점과 끓는점 범위: 자료없음
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: 자료없음
증기압: 자료없음
용해도: 자료없음
증기밀도: 자료없음
비중: 자료없음
n-옥탄올/물분배계수 (Kow): 자료없음
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 자료없음","외관: 자료없음
성상: 자료없음
색상: 자료없음
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 자료없음
초기 끓는점과 끓는점 범위: 자료없음
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: 자료없음
증기압: 자료없음
용해도: 자료없음
증기밀도: 자료없음
비중: 자료없음
n(옥탄올/물분배계수 (Kow): 자료없음
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 자료없음",0.996169,0.986416,False
run-1,002321,11,"가능성이 높은 노출 경로에 관한 정보: 자료없음
경구: LD50 20.7 ㎎/㎏ 실험종 : Rat|※출처 : ChemIDPlus, NITE
경피: LD50 3160 ㎎/㎏ 실험종 : Rabbit|※출처 : NITE
흡입: 가스 LC50 2.45 ㎎/ℓ 4 hr 실험종 : Rat (604 ppmV) |※출처 : HSDB, NITE
피부부식성 또는 자극성: 토끼를 대상으로 한 피부 부식성 시험결과 (24hr) 부식성, 자극성 나타남|※출처 : HSDB, NITE
심한 눈손상 또는 자극성: 부식성, 자극성 나타남, 
고용노동부 고시 화학물질의 분류·표시 및 물질안전보건자료에 관한 기준 &lt;별표1&gt;에 따라 심한 눈 손상성 구분1로 분류|※출처 : HSDB, NITE
호흡기과민성: 자료없음
피부과민성: 자료없음
산업안전보건법: 자료없음
고용노동부고시: 자료없음
IARC: 자료없음
OSHA: 자료없음
ACGIH: 자료없음
NTP: 자료없음
EU CLP: 자료없음
환경부: 자료없음
NITE: 자료없음
생식세포변이원성: 복귀돌연변이 시험 결과 음성|※출처 : CCRIS
생식독성: 자료없음
특정 표적장기 독성 (1회 노출): 자료없음
특정 표적장기 독성 (반복 노출): 자료없음
흡인유해성: 자료없음
기타 유해성 영향: 자료없음","가능성이 노.은 노출 경로에 관한 정보: 자료없음
경구: LD50 20.7 ㎎/㎏ 실험종 : Rat|※출처 : ChemIDPlus, NITE
경피: LD50 3160 ㎎/㎏ 실험종 : Rabbit|※출처 : NITE
흡입: 가스 LC50 2.45 ㎎/ℓ 4 ⠴태 실험종 : Rat -604 ppmV- |※출처 : HSDB, NITE
피부부식성 또는 자극성: 토끼를 대상으로 한 피부 부식성 시험결과 -24⠴태- 부식성, 자극성 나타남|※출처 : HSDB, NITE
심한 눈손상 또는 자극성: 부식성, 자극성 나타남, 
고용노동부 고시 화학물질의 분류·표시 및 물질안전보건자료에 관한 기준 &lt;별표1&gt;에 따라 심한 눈 손상성 구분1로 분류|※출처 : HSDB, NITE
호흡기과민성: 자료없음
피부과민성: 자료없음
산업안전보건법: 자료없음
고용노동부고시: 자료없음
IARC: 자료없음
OSHA: 자료없음
ACGIH: 자료없음
NTP: 자료없음
EU CLP: 자료없음
환경부: 자료없음
NITE: 자료없음
생식세포변이원성: 복귀돌연변이 시험 결과 음성|※출처 : CCRIS
생식독성: 자료없음
특정 표적장기 독성 -1회 노출-: 자료없음
특정 표적장기 독성 (반복 노출): 자료없음
흡인유해성: 자료없음
기타 유해성 영향: 자료없음",0.981132,0.952214,False
run-1,002167,9,"외관: 자료없음
성상: 고체  (왁스) |   ※출처 : ICSC
색상: 왁스 흰색   |   ※출처 : ICSC
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 135~146 ℃  |   ※출처 : ICSC
초기 끓는점과 끓는점 범위: 260 ℃|   ※출처 : ECHA
인화점: 280 ℃(o.c.)|   ※출처 : ICSC
증발속도: 자료없음
인화성(고체, 기체): 연소성   |   ※출처 : ICSC
인화 또는 폭발 범위의 상한/하한: - / -
증기압: 0.116 ㎩ (@ 25 ℃) |   ※출처 : ECHA
용해도: (불용성) |   ※출처 : ICSC
증기밀도: 20.47   |   ※출처 : 분자량과 공기의 평균 분자량에 의한 계산값
비중: 0.97   |   ※출처 : ICSC
n-옥탄올/물분배계수 (Kow): 13.98 (@ 25 ℃)|   ※출처 : ECHA
자연발화온도: 380 ℃ (계산값) |   ※출처 : ECHA
분해온도: 자료없음
점도: 10 cP (계산갑, @ 150 ℃) |   ※출처 : ECHA
분자량: 593.03   |   ※출처 : ChemIDplus","외관: 자료없음
성상: 고체  (왁스) |   ※출처 : ICSC
색상: 왁스 흰색   |   ※출처 : ICSC
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 135~146 ℃  |   ※출처 : ICSC
초기 끓는점과 끓는점 범위: 260 ℃|   ※출처 : ECHA
인화점: 280 ℃(o.c.)|   ※출처 : ICSC
증발속도: 자료없음
인화성(고체, 기체): 연소성   |   ※출처 : ICSC
인화 또는 폭발 범위의 상한/하한: - / -
증기압: 0.116 ㎩ -@ 25 ℃- |   ※출처 : ECHA
용해도: (불용성) |   ※출처 : ICSC
증기밀도: 20.47   |   ※출처 : 분자량과 공기의 평균 분자량에 의한 계산값
비중: 0.97   |   ※출처 : ICSC
n(옥탄올/물분배계수 (Kow): 13.98 -@ 25 ℃)|   ※출처 : ECHA
자연발화온도: 380 ℃ (계산값) |   ※출처 : ECHA
분해온도: 자료없음
점도: 10 cP (계산갑, @ 150 ℃) |   ※출처 : ECHA
분자량: 593.03   |   ※출처 : ChemIDplus",0.992995,0.975921,False
run-1,006799,1,"제품명: 육불화 황
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음","제품명: 육불화 황
제품의 권고 용도: 자료없음
제품의 사용상의 제한: 자료없음
회사명: 자료없음
주소: 자료없음
긴급전화번호: 자료없음",1.000000,1.000000,True
run-1,015704,11,"가능성이 높은 노출 경로에 관한 정보: 자료없음
경구: 자료없음
경피: 자료없음
흡입: 자료없음
피부부식성 또는 자극성: 자료없음
심한 눈손상 또는 자극성: 자료없음
호흡기과민성: 자료없음
피부과민성: 자료없음
산업안전보건법: 자료없음
고용노동부고시: 자료없음
IARC: 자료없음
OSHA: 자료없음
ACGIH: 자료없음
NTP: 자료없음
EU CLP: 자료없음
환경부: 자료없음
NITE: 자료없음
생식세포변이원성: 자료없음
생식독성: 자료없음
특정 표적장기 독성 (1회 노출): 자료없음
특정 표적장기 독성 (반복 노출): 자료없음
흡인유해성: 자료없음
기타 유해성 영향: 자료없음","가능성이 노.은 노출 경로에 관한 정보: 자료없음
경구: 자료없음
경피: 자료없음
흡입: 자료없음
피부부식성 또는 자극성: 자료없음
심한 눈손상 또는 자극성: 자료없음
호흡기과민성: 자료없음
피부과민성: 자료없음
산업안전보건법: 자료없음
고용노동부고시: 자료없음
IARC: 자료없음
OSHA: 자료없음
ACGIH: 자료없음
NTP: 자료없음
EU CLP: 자료없음
환경부: 자료없음
NITE: 자료없음
생식세포변이원성: 자료없음
생식독성: 자료없음
특정 표적장기 독성 -1회 노출-: 자료없음
특정 표적장기 독성 (반복 노출): 자료없음
흡인유해성: 자료없음
기타 유해성 영향: 자료없음",0.987805,0.966963,False
run-1,016785,14,"유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음","유엔번호(UN No.): UN 운송위험물질 분류정보가 없음
적정선적명: 해당없음
운송에서의 위험성 등급: 해당없음
용기등급: 해당없음
해양오염물질: 자료없음
화재시 비상조치: 해당없음
유출시 비상조치: 해당없음",1.000000,1.000000,True
run-1,035152,7,"안전취급요령: 자료없음
안전한 저장방법: 자료없음","안전취급요령: 자료없음
안전한 저장방법: 자료없음",1.000000,1.000000,True
run-1,041487,6,"인체를 보호하기 위해 필요한 조치사항 및 보호구: 자료없음
환경을 보호하기 위해 필요한 조치사항: 자료없음
정화 또는 제거 방법: 자료없음","인체를 보호하기 위해 필요한 조치사항 및 보호구: 자료없음
환경을 보호하기 위해 필요한 조치사항: 자료없음
정화 또는 제거 방법: 자료없음",1.000000,1.000000,True
run-2,002811,2,"유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음","유해성·위험성 분류: 자료없음
그림문자: 자료없음
신호어: 자료없음
유해·위험문구: 자료없음
예방: 자료없음
대응: 자료없음
저장: 자료없음
폐기: 자료없음
유해성·위험성 분류기준에 포함되지 않는 기타 유해성·위험성(예. 분진폭발 위험성): 자료없음",1.000000,1.000000,True
run-2,020525,9,"외관: 자료없음
성상: 고체
색상: 자료없음
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 자료없음
초기 끓는점과 끓는점 범위: 자료없음
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: - / -
증기압: 자료없음
용해도: 자료없음
증기밀도: 자료없음
비중: 자료없음
n-옥탄올/물분배계수 (Kow): 자료없음
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 자료없음","외관: 자료없음
성상: 고체
색상: 자료없음
냄새: 자료없음
냄새역치: 자료없음
pH: 자료없음
녹는점/어는점: 자료없음
초기 끓는점과 끓는점 범위: 자료없음
인화점: 자료없음
증발속도: 자료없음
인화성(고체, 기체): 자료없음
인화 또는 폭발 범위의 상한/하한: - / -
증기압: 자료없음
용해도: 자료없음
증기밀도: 자료없음
비중: 자료없음
n(옥탄올/물분배계수 (Kow): 자료없음
자연발화온도: 자료없음
분해온도: 자료없음
점도: 자료없음
분자량: 자료없음",0.996154,0.986363,False
run-2,049374,4,"눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음","눈에 들어갔을 때: 자료없음
피부에 접촉했을 때: 자료없음
흡입했을 때: 자료없음
먹었을 때: 자료없음
기타 의사의 주의사항: 자료없음",1.000000,1.000000,True
run-2,010310,8,"국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: |공정격리, 국소배기를 사용하거나, 공기수준을 노출기준 이하로 조절하는 다른 공학적 관리를 하시오.||이 물질을 저장하거나 사용하는 설비는 세안설비와 안전 샤워를 설치하시오.
호흡기 보호: |노출되는 입자상 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용하시오|입자상 물질의 경우 다음과 같은 호흡기 보호구가 권고됨
- 안면부 여과식 방진마스크 또는 공기 여과식 방진마스크(고효율 미립자 여과재) 또는 전동팬 부착방진 마스크(분진, 미스트, 흄용 여과재)|산소가 부족한 경우(&amp;lt;19.6%), 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음","국내규정: |자료없음
ACGIH 규정: 자료없음
생물학적 노출기준: 자료없음
기타 노출기준: 자료없음
적절한 공학적 관리: |공정격리, 국소배기를 사용하거나, 공기수준을 노출기준 이하로 조절하는 다른 공학적 관리를 하시오.||이 물질을 저장하거나 사용하는 설비는 세안설비와 안전 샤워를 설치하시오.
호흡기 보호: |노출되는 입자상 물질의 물리화학적 특성에 맞는 산업안전보건공단의 인증을 필한 호흡용 보호구를 착용하시오|입자상 물질의 경우 다음과 같은 호흡기 보호구가 권고됨
- 안면부 여과식 방진마스크 또는 공기 여과식 방진마스크(고효율 미립자 여과재) 또는 전동팬 부착방진 마스크(분진, 미스트, 흄용 여과재)|산소가 부족한 경우-&amp;lt;19.6%-, 송기마스크, 혹은 자급식 호흡보호구를 착용하시오
눈 보호: 자료없음
손 보호: 자료없음
신체 보호: 자료없음",0.995349,0.983594,False
run-2,032345,16,"자료의 출처: EPI Suite(생분해성)|National Emergency Management Agency(http://hazmat.nema.go.kr/index.jsp)(성상)|National Institute of Technology and Evaluation(http://www.safe.nite.go.jp/ghs/h18_list.html)(녹는점/어는점)|Quantitative Structure Activity Relation(QSAR)(n-옥탄올/물분배계수 (Kow))|Quantitative Structure Activity Relation(QSAR)(농축성)|Quantitative Structure Activity Relation(QSAR)(잔류성)|Quantitative Structure Activity Relation(QSAR)(토양이동성)|Registry of Toxic Effects of Chemical Substances(분자량)|Registry of Toxic Effects of Chemical Substances(심한 눈손상 또는 자극성 )|Swedish Chemical Agency(http://apps.kemi.se/riskline/index.htm)(피부부식성 또는 자극성 )|TOPKAT;Ames Mutagenicity(생식세포변이원성)
최초작성일자: 2009-11-13
개정횟수: 자료없음
최종 개정일자: 2025-08-08
기타: 자료없음","자료의 출처: EPI Suite(생분해성)|National ⠴ㅅ무매ㅇ메뇌 Manag무메⠞ Ag메뇌(http://hazmat.n묵.⠴이.kr/index.jsp--성상)|National Institute of Technolo외 and Evaluation(http://www.safe.nite.⠴이.jp/ghs/h18_list.html--녹는점/어는점)|Quantitative Structure Activity Relation(QSAR--n)옥탄올/물분배계수 (Kow--|Quantitative Structure Activity Relation)QSAR--농축성-|Quantitative Structure Activity Relation(QSAR--잔류성)|Quantitative Structure Activity Relation(QSAR--토양이동성)|Registry of Toxic Effects of Chemical Substanc머(분자량)|Registry of Toxic Effects of Chemical Substanc머(심한 눈손상 또는 자극성 -|Swedish Chemical Ag메뇌)http://apps.kemi.se/riskline/index.htm--피부부식성 또는 자극성 -|TOPKAT;Am머 Mutagenicity(생식세포변이원성)
최초작성일자: 2009-11-13
개정횟수: 자료없음
최종 개정일자: 2025-08-08
기타: 자료없음",0.917942,0.844299,False
run-2,026235,12,"어류: 자료없음
갑각류: 자료없음
조류: 자료없음
잔류성: 2.52 log Kow (추정치)|※출처 : EPI SUITE
분해성: 자료없음
농축성: 자료없음
생분해성: 자료없음
토양이동성: 자료없음
기타 유해 영향: 자료없음","어류: 자료없음
갑각류: 자료없음
조류: 자료없음
잔류성: 2.52 log Kow (추정치)|※출처 : EPI SUITE
분해성: 자료없음
농축성: 자료없음
생분해성: 자료없음
토양이동성: 자료없음
기타 유해 영향: 자료없음",1.000000,1.000000,True
